,Observations,age,hand,gender,T_2.7,alpha_2.7,T_2.8,alpha_2.8,T_2.9,alpha_2.9,T_3.0,alpha_3.0,T_3.1,alpha_3.1,T_3.2,alpha_3.2,Group
210,CC320686,40,-80,1,1.754146118,1.603012513,1.48854234,1.472712195,1.383014226,1.528764123,1.366151302,1.491663619,1.481625204,1.471413704,1.284502615,1.343058754,3
221,CC321000,40,100,0,1.80123934,1.640338538,1.636855395,1.660977945,1.573581618,1.461883242,1.458234657,1.473188802,1.310988334,1.341649278,1.312381255,1.474306739,3
222,CC321025,40,100,0,1.591889494,1.603993836,1.314612986,1.279721905,1.527062447,1.480463145,1.351847643,1.328153408,1.282684048,1.249148278,1.480339509,1.378445769,3
223,CC321053,40,100,1,1.681082374,1.451249368,1.521673759,1.263516559,1.463738033,1.349183159,1.440872075,1.43251102,1.381016032,1.286664075,1.417660367,1.339177466,3
226,CC321087,40,100,1,1.44177417,1.308400944,1.39072765,1.257203284,1.348111878,1.359000836,1.289869798,1.333248064,1.316658157,1.305687713,1.305013507,1.304649133,3
231,CC321203,40,100,0,1.925873358,1.724667553,1.792875689,1.63180825,1.511284879,1.522444922,1.389182204,1.428480419,1.433943096,1.378262468,1.462372563,1.343755527,3
155,CC310160,41,90,0,1.623466261,1.604388046,1.647117223,1.604681588,1.488673021,1.56594846,1.4269642,1.594976546,1.443412546,1.524845562,1.415101171,1.436337363,3
164,CC310391,41,-53,0,1.979865964,1.292563925,1.785287561,1.37958578,1.300868971,1.285104932,1.585220304,1.338786149,1.539986482,1.24646659,1.267835426,1.258775471,3
165,CC310397,41,100,1,1.760712291,1.314989124,1.659494074,1.285750137,1.616413101,1.518754205,1.662348261,1.453655086,1.426932266,1.242303118,1.39334733,1.309923397,3
167,CC310410,41,90,1,1.833472731,1.547699276,1.705124186,1.69822072,1.575637178,1.353996958,1.511687927,1.304482082,1.432303138,1.413088961,1.345710788,1.354795292,3
176,CC320088,41,100,0,1.869594942,1.912226826,1.786298108,1.409035319,1.755209438,1.355171342,1.610016029,1.255123248,1.359159997,1.34400562,1.38475756,1.262321533,3
209,CC320680,41,100,0,1.485711837,1.572169134,1.645560365,1.508659081,1.563085651,1.444821018,1.465362524,1.595419079,1.416261542,1.359559981,1.408817815,1.402189942,3
211,CC320687,41,100,1,1.497365897,1.587917264,1.420756366,1.472691245,1.589790076,1.527391618,1.404100438,1.43645969,1.417668969,1.282584135,1.381876267,1.377857484,3
224,CC321069,41,100,1,1.715817173,1.644531924,1.590107717,1.749399623,1.53877994,1.622404575,1.475068135,1.524954753,1.433750773,1.454750518,1.430610077,1.368227468,3
228,CC321137,41,-100,1,1.823729074,1.561477811,1.631941555,1.94966833,1.528193575,1.413762839,1.285108361,1.277722235,1.301591929,1.44511749,1.375497932,1.253314114,3
149,CC310051,42,68,1,1.806873108,1.890222807,1.448372432,1.620099757,1.368349819,1.259908152,1.345778524,1.361787252,1.380693483,1.314632576,1.279767684,1.328187912,3
150,CC310052,42,100,1,1.510485436,1.541461326,1.535870397,1.507902192,1.350421758,1.288610315,1.506079801,1.268143226,1.462025882,1.262772925,1.419534402,1.316181584,3
153,CC310135,42,-70,1,1.400359378,1.505533165,1.34342892,1.420845084,1.280223906,1.309176328,1.445837569,1.411400723,1.37404266,1.407279769,1.365094067,1.368920408,3
194,CC320448,42,67,0,1.852879114,1.795950245,1.714107121,1.269100412,1.69121495,1.397244018,1.566265874,1.446220866,1.276017735,1.400926229,1.268283023,1.361106559,3
195,CC320461,42,-60,0,1.443805901,1.472226298,1.480447154,1.57702777,1.504481919,1.57030129,1.460445687,1.494271504,1.432043351,1.447763596,1.323138064,1.399723406,3
207,CC320651,42,-100,0,1.675552004,1.499375643,1.567532262,1.56562154,1.550043257,1.679163492,1.421897983,1.416244417,1.406129565,1.407245098,1.3946561,1.376886441,3
220,CC320904,42,70,0,1.728735322,1.62388669,1.44594178,1.440751765,1.374288864,1.307752079,1.561703726,1.259139678,1.630278194,1.244252058,1.493421875,1.398305182,3
236,CC321428,42,100,1,1.750319772,1.725283083,1.678844833,1.608852583,1.506216584,1.536329207,1.424755376,1.463374702,1.356605035,1.402573079,1.339982841,1.335401798,3
239,CC321504,42,89,0,1.659868629,1.61696339,1.499793647,1.406657111,1.67140578,1.638440853,1.516865164,1.51516281,1.465701484,1.540157472,1.454793844,1.35629808,3
249,CC321976,42,100,1,1.667550301,1.751446644,1.5285526,1.463993337,1.436515821,1.577427632,1.3851456,1.493570247,1.359236444,1.428295905,1.269311426,1.424862423,3
162,CC310361,43,80,1,1.833515468,1.859626032,1.850651774,1.763959113,1.649092877,1.64857145,1.632636383,1.541528699,1.561709273,1.387682043,1.512490178,1.360117096,3
166,CC310400,43,80,0,1.952839664,1.607606868,1.605970186,1.575172984,1.687370237,1.451968454,1.518716698,1.360748249,1.542421801,1.304349856,1.494852854,1.277281199,3
208,CC320661,43,100,1,1.654631564,1.314896442,1.594608382,1.579863363,1.373680022,1.47254262,1.68062911,1.374013189,1.53843326,1.27152961,1.498596154,1.475114074,3
215,CC320814,43,100,1,1.675698461,1.771219337,1.729822828,1.632216849,1.567640882,1.625919563,1.568618673,1.442970958,1.447536098,1.407413164,1.435136462,1.382015813,3
225,CC321073,43,79,1,1.53956484,1.297026527,1.670425868,1.341992854,1.469745862,1.411100108,1.556768029,1.25187777,1.522474713,1.440654002,1.488557515,1.377564556,3
245,CC321594,43,100,0,1.641694625,1.617625508,1.693341449,1.672749288,1.503285599,1.517382045,1.464778795,1.424080583,1.46013778,1.489007945,1.413098707,1.418936428,3
160,CC310256,44,89,0,1.448641629,1.472001465,1.377484188,1.375745357,1.420016967,1.362432848,1.391851737,1.332653628,1.454850769,1.4490801,1.500721213,1.4571155,3
187,CC320325,44,100,1,1.626582935,1.652955614,1.805632062,1.672633367,1.700496302,1.447170315,1.456755557,1.611023754,1.415351144,1.35514107,1.283193666,1.321827257,3
188,CC320336,44,90,1,1.875534394,1.8688566,1.73954943,1.410635559,1.698019489,1.326454406,1.285661131,1.254003314,1.507942714,1.349372703,1.450066233,1.25493028,3
199,CC320568,44,100,1,1.640772204,1.653766587,1.551698611,1.53517433,1.500027139,1.492930626,1.435894994,1.296043756,1.318295752,1.366645793,1.30250819,1.359915553,3
213,CC320759,44,90,1,1.733757378,1.466357676,1.75871639,1.679440371,1.663600205,1.576286065,1.522008236,1.257898976,1.484591329,1.312674671,1.443129457,1.303289656,3
227,CC321107,44,100,0,1.62524974,1.504642217,1.41453292,1.358257332,1.403022097,1.476630984,1.374192927,1.336687966,1.328783284,1.372716921,1.275880738,1.407635713,3
233,CC321291,44,76,1,1.673561929,1.533553339,1.552964566,1.277766771,1.475512983,1.519028361,1.530389731,1.465947783,1.332253405,1.374871009,1.252421755,1.310529538,3
242,CC321544,44,100,0,1.781994893,1.90709036,1.708474538,1.517944651,1.624705712,1.651107939,1.467738342,1.476258814,1.495691635,1.467911245,1.399905364,1.380590885,3
243,CC321557,44,80,1,1.321899633,1.287422591,1.305647926,1.483774477,1.40302645,1.562800726,1.400595279,1.406186577,1.54056655,1.30447207,1.312936378,1.396020698,3
244,CC321585,44,100,1,1.570377173,1.696575315,1.616114968,1.401347464,1.583821299,1.256559657,1.464192698,1.61038212,1.432451301,1.407127076,1.427162793,1.350865232,3
246,CC321595,44,100,1,1.698303783,2.017373316,1.308356317,1.300462821,1.676971268,1.396884633,1.442984509,1.672299628,1.584658041,1.248831419,1.480351666,1.426848749,3
148,CC310008,45,60,0,1.88989687,1.676287412,1.587293194,1.275919494,1.567680772,1.261881144,1.45091142,1.255691864,1.352832738,1.334283564,1.465862997,1.322180302,3
170,CC310463,45,100,1,1.783390305,1.353377247,1.751498346,1.37308073,1.723814558,1.275958213,1.347493083,1.44492689,1.583059223,1.350613435,1.40652654,1.419332379,3
181,CC320202,45,90,0,1.745241661,1.559487692,1.668590127,1.495222477,1.656919699,1.728485211,1.595047199,1.495002121,1.47057407,1.419036858,1.421292632,1.371849907,3
202,CC320576,45,100,1,1.40036884,1.279749813,1.340079201,1.308133643,1.566849554,1.256308582,1.264829476,1.330862123,1.298849723,1.40931803,1.431265959,1.409847839,3
203,CC320608,45,60,0,1.66438221,1.516583566,1.525527522,1.290417855,1.402963497,1.265057396,1.315179213,1.265982429,1.280654604,1.41399775,1.268353332,1.364664892,3
206,CC320636,45,100,0,1.656124753,1.590221967,1.604484064,1.572196896,1.500232054,1.490471047,1.581043004,1.428652157,1.417676989,1.393364613,1.378451287,1.369077948,3
212,CC320698,45,70,1,1.798594651,1.644106059,1.749417801,1.535822683,1.716033666,1.490379187,1.610291552,1.353596811,1.527668638,1.34132072,1.509988759,1.314744618,3
235,CC321368,45,90,0,1.510903274,1.649603857,1.487051467,1.55370427,1.423975756,1.457933191,1.41292789,1.409769184,1.278128478,1.242048981,1.299049096,1.244719663,3
238,CC321464,45,100,0,1.700682456,1.761557697,1.709634665,1.654333742,1.688672426,1.589950601,1.416783278,1.577192581,1.43680792,1.516571339,1.323315714,1.445542438,3
157,CC310214,46,89,1,1.697683292,1.581862063,1.293162192,1.523512521,1.279539507,1.463631531,1.466072862,1.280602908,1.386260467,1.264282205,1.336889035,1.311742455,3
161,CC310331,46,100,0,1.755441851,1.615730956,1.638623465,1.634873831,1.665988541,1.723177249,1.497324948,1.315456253,1.478654432,1.287863489,1.267554703,1.253673652,3
169,CC310450,46,100,1,1.811669605,1.846166302,1.724014489,1.623272254,1.431561381,1.445762,1.665197834,1.454112782,1.477627889,1.432011588,1.521198968,1.326480075,3
171,CC310473,46,90,0,1.751249307,1.495359861,1.588848383,1.364812207,1.542026807,1.323922433,1.456207869,1.539127815,1.420488338,1.523116968,1.410045157,1.433729736,3
174,CC320002,46,100,0,1.89946894,1.884788012,1.528097493,1.264332893,1.398640557,1.434934384,1.519947772,1.380810465,1.646007507,1.438884204,1.278744923,1.241763612,3
197,CC320500,46,90,0,1.59809782,1.413274841,1.659655235,1.546941983,1.619499801,1.444761073,1.294558511,1.380317008,1.276937168,1.347309491,1.430160587,1.265548789,3
205,CC320621,46,100,1,1.849612958,1.430923619,1.830295314,1.38228571,1.424605227,1.708992829,1.620052404,1.591412068,1.551944664,1.617235856,1.571959115,1.243667098,3
232,CC321281,46,100,1,1.643936809,1.790624289,1.562505825,1.652594469,1.548161545,1.591018892,1.452365587,1.465356457,1.450199688,1.444658356,1.443679935,1.240767554,3
234,CC321331,46,100,0,1.658087537,1.784113584,1.536788107,1.715401022,1.662853235,1.461132146,1.301956764,1.410501495,1.323689319,1.276018891,1.321170782,1.281781389,3
247,CC321880,46,90,1,1.663500234,1.698285169,1.538928747,1.57777252,1.500547986,1.500096715,1.566572735,1.476777517,1.558409136,1.610565435,1.481402547,1.526485321,3
151,CC310086,47,80,1,1.401347671,1.298681731,1.319905942,1.611058311,1.688130145,1.258766373,1.397375655,1.411603545,1.391319958,1.34730919,1.453057784,1.356247807,4
158,CC310224,47,100,1,1.743778617,1.845311025,1.673008159,1.765131721,1.615180027,1.691207357,1.510196317,1.58394116,1.443974116,1.508608295,1.424045832,1.427060013,4
159,CC310252,47,100,0,1.784290006,1.714517282,1.73074675,1.354078227,1.673101582,1.252457117,1.61348733,1.490570711,1.447185971,1.324824486,1.437806857,1.254043696,4
172,CC312058,47,100,0,1.855621057,1.295659549,1.551595135,1.283088475,1.760609358,1.286115402,1.441648638,1.538972549,1.59663054,1.388492096,1.285040272,1.415459747,4
177,CC320089,47,100,1,1.655026819,1.730968176,1.65263489,1.687086921,1.554843456,1.473676744,1.402269958,1.412702744,1.439830362,1.386013448,1.40835593,1.398420967,4
178,CC320107,47,-100,0,1.853003594,1.656217768,1.872502487,1.339995205,1.709665225,1.250854867,1.631423573,1.435819742,1.580146201,1.253917208,1.332826184,1.525138644,4
182,CC320206,47,100,0,2.001517879,1.422986108,1.810804726,1.319048322,1.644012204,1.525772906,1.653616085,1.437114949,1.390253896,1.363119473,1.340858516,1.30029881,4
183,CC320218,47,100,1,1.815595905,1.277058067,1.569100042,1.279886926,1.703374908,1.524389748,1.524663759,1.383212546,1.397984985,1.37529374,1.357525572,1.303530474,4
190,CC320359,47,100,0,1.625199697,1.51482319,1.572060959,1.506084747,1.447048583,1.373675986,1.374821706,1.437653786,1.308936716,1.299389321,1.272316865,1.289296105,4
214,CC320776,47,89,0,1.717366461,1.767742004,1.534878908,1.733416242,1.721647406,1.593115836,1.638231339,1.318471674,1.30099213,1.321219879,1.34598866,1.28091711,4
216,CC320850,47,100,1,1.591372052,1.617855102,1.490037687,1.638447421,1.661465253,1.518974369,1.415993273,1.352160537,1.478760915,1.477835803,1.301314228,1.33226033,4
217,CC320870,47,56,1,1.930899636,1.982172743,1.794041032,1.835211863,1.707413308,1.683933968,1.293901072,1.381988009,1.412067173,1.449870404,1.415984202,1.507966536,4
218,CC320888,47,100,1,1.601304736,1.634798876,1.536467419,1.545723425,1.467309564,1.372316098,1.421691932,1.43451305,1.359889302,1.250855548,1.296561558,1.283581373,4
219,CC320893,47,100,1,1.895607183,1.649087241,1.628504798,1.268343898,1.582444071,1.274929953,1.458407315,1.262996105,1.55896548,1.411370648,1.523161008,1.269116629,4
250,CC322186,47,100,0,1.874732843,1.837969424,1.71990813,1.48512225,1.701598618,1.408795808,1.579945314,1.287799598,1.610489002,1.275098065,1.52551458,1.4991768,4
154,CC310142,48,88,0,1.625692279,1.468913846,1.601621252,1.461074376,1.630653184,1.577469906,1.580917342,1.524953917,1.530824489,1.548855606,1.443049736,1.328401235,4
163,CC310385,48,-70,0,1.339492345,1.360454255,1.33442644,1.311530988,1.283649334,1.262821064,1.288926098,1.257948499,1.271238307,1.241988403,1.273380092,1.264602693,4
173,CC312222,48,100,1,1.621803789,1.581599589,1.508084138,1.596969974,1.432637748,1.533349071,1.391568155,1.373769128,1.404534075,1.310952656,1.364830368,1.388551572,4
180,CC320160,48,100,1,1.825267387,1.345582407,1.34597953,1.847553527,1.549672512,1.659588324,1.529590851,1.486002788,1.352477281,1.36397333,1.278624381,1.30364815,4
191,CC320379,48,100,0,1.957813307,1.726597156,1.564253952,1.410238569,1.624710336,1.622579579,1.530040523,1.266355671,1.482700988,1.350792958,1.413335115,1.413750381,4
193,CC320429,48,78,0,1.47054102,1.457857222,1.611207159,1.431769074,1.499213798,1.267927205,1.593538427,1.439458662,1.393404909,1.401008389,1.478036819,1.313527074,4
198,CC320553,48,100,1,1.71814242,1.751014603,1.62215475,1.609484666,1.370021032,1.548228505,1.439413632,1.253715742,1.428371135,1.265545064,1.279894857,1.473311239,4
229,CC321154,48,100,0,1.69832086,1.698818521,1.569648952,1.564530096,1.529835434,1.360754531,1.511397147,1.40506853,1.532771148,1.402936283,1.406034153,1.346526134,4
237,CC321431,48,89,1,1.504425079,1.423350239,1.438038493,1.385243102,1.362437864,1.32143373,1.330316135,1.371529508,1.385176684,1.245414961,1.307428203,1.293279497,4
281,CC410354,48,100,0,1.525349874,1.584492058,1.499357884,1.494427459,1.454277192,1.408413286,1.349190915,1.43125753,1.517987335,1.380631506,1.359871759,1.269650631,4
292,CC420089,48,89,1,1.815268907,1.410192819,1.669669449,1.667156885,1.653191915,1.547688935,1.634413613,1.526906263,1.530066593,1.472039158,1.470255296,1.448082751,4
324,CC420383,48,70,1,1.640764379,1.746297371,1.594783661,1.574373929,1.582002559,1.430705845,1.498238055,1.383908833,1.395993047,1.409551258,1.482805793,1.379637882,4
248,CC321899,49,78,1,1.618454039,1.796221247,1.76444647,1.683491913,1.485316218,1.532946752,1.437641176,1.504254518,1.381646539,1.394790101,1.41579829,1.298048708,4
258,CC410097,49,47,1,,,,,,,,,,,,,4
264,CC410169,49,-90,1,1.314526404,1.274484828,1.908733925,1.590490562,1.282724201,1.333183095,1.570126539,1.267159224,1.537537454,1.325626294,1.457481761,1.438324153,4
287,CC420004,49,100,1,1.765009335,1.298106396,1.645372151,1.576749732,1.533036778,1.296736449,1.476293554,1.470630965,1.510707291,1.258716965,1.268415952,1.338237879,4
303,CC420173,49,100,1,1.729149631,1.809693991,1.691691669,1.80242394,1.607873617,1.598795993,1.567864742,1.343126095,1.46162119,1.523861905,1.521486923,1.39805153,4
320,CC420322,49,100,0,1.634548472,2.00669896,1.640052826,1.526146977,1.577267807,1.710809474,1.386884836,1.447877915,1.513190265,1.4015305,1.491799179,1.439574471,4
327,CC420402,49,33,0,1.607544225,1.756837629,1.62087749,1.663588054,1.529770879,1.551992133,1.525554828,1.409087264,1.473997481,1.395452797,1.47936057,1.252532854,4
337,CC420587,49,100,1,1.793684335,1.407629021,1.490862877,1.271196559,1.347623702,1.406706873,1.616054293,1.346600996,1.402689686,1.300241837,1.436476499,1.287106608,4
342,CC420776,49,100,1,1.561002909,1.815825494,1.546844387,1.651169812,1.455179398,1.460875935,1.384661683,1.46181581,1.353805404,1.352966314,1.264616535,1.250999158,4
275,CC410284,50,100,1,1.939294686,2.010065372,1.728489628,1.350616462,1.293581134,1.494340096,1.487061332,1.258020779,1.362661515,1.261483318,1.39190844,1.297868629,4
310,CC420217,50,100,0,1.580482554,1.673472523,1.475857496,1.550784597,1.415203326,1.456715414,1.36797189,1.347976356,1.359073111,1.392113094,1.299418515,1.341110788,4
312,CC420226,50,100,0,1.674663451,1.777994235,1.612423125,1.671841179,1.535337638,1.553960714,1.456738127,1.534230847,1.404670601,1.503807961,1.498707889,1.386221899,4
317,CC420260,50,11,1,1.717932585,1.85007761,1.632792978,1.657507249,1.509192019,1.546906422,1.362896682,1.460029445,1.340847624,1.334711145,1.321633909,1.27264766,4
335,CC420566,50,100,1,1.639950981,1.769730776,1.442659275,1.576120868,1.480146561,1.394847637,1.441398437,1.263455408,1.529483688,1.285443625,1.381585975,1.399405494,4
340,CC420720,50,100,1,2.074628307,1.301883364,1.906271871,1.685748066,1.311585715,1.315330486,1.526326494,1.270023419,1.491871956,1.49523334,1.258108198,1.264510191,4
343,CC420888,50,100,1,1.890314771,1.370792247,1.633489918,1.732673981,1.598269874,1.61439925,1.292635375,1.520584939,1.42690752,1.43629576,1.512933946,1.245879801,4
251,CC410015,51,89,1,1.482645114,1.434768931,1.614784256,1.345079221,1.401596715,1.375664249,1.33027972,1.326655339,1.310425985,1.289259858,1.373424704,1.233670906,4
279,CC410323,51,79,1,1.598860812,1.593861138,1.4938169,1.282270774,1.350579889,1.513071816,1.29312015,1.285427651,1.28379199,1.42593307,1.316404648,1.399062669,4
288,CC420060,51,40,0,1.943599656,1.888631479,1.809004026,1.761649584,1.768704853,1.306007983,1.425321324,1.302276861,1.400855877,1.511266616,1.34554362,1.435583166,4
302,CC420167,51,100,1,1.559314531,1.592217533,1.346402815,1.443845107,1.300987541,1.364317481,1.276535272,1.289120151,1.318154111,1.295655412,1.420571181,1.247833373,4
308,CC420202,51,80,0,1.939593158,1.416592962,1.607093859,1.301300546,1.576940191,1.297209415,1.421364264,1.488825388,1.485267757,1.445570098,1.406117818,1.367029466,4
325,CC420392,51,100,1,1.809075017,1.833855434,1.763650542,1.727699678,1.536100617,1.265686464,1.345740698,1.283724704,1.313144353,1.379959135,1.509735744,1.301267677,4
329,CC420433,51,58,0,1.935180529,1.640039123,1.575666731,1.53456587,1.724184055,1.382772803,1.523408925,1.584103928,1.476498157,1.586635528,1.434436368,1.529783197,4
334,CC420493,51,100,1,1.602710673,1.748332429,1.667371728,1.49467559,1.556395292,1.529473679,1.588167316,1.575393263,1.454837982,1.324155053,1.376923536,1.251670187,4
339,CC420623,51,75,0,2.04921868,1.999225036,1.520807838,1.353468774,1.612438655,1.287996617,1.341049766,1.464301609,1.305378021,1.258604958,1.280354292,1.315918095,4
262,CC410121,52,100,1,1.526634952,1.743303002,1.453525527,1.469884449,1.669148886,1.363970578,1.515109171,1.555677165,1.492131378,1.439341073,1.449535736,1.452899967,4
269,CC410220,52,100,1,1.796458034,1.882885018,1.576460114,1.624672035,1.576585646,1.530931178,1.408552862,1.536426842,1.273501279,1.273212944,1.263787377,1.308004503,4
284,CC410432,52,70,0,1.54221529,1.817925097,1.564219322,1.347845356,1.560211091,1.2723931,1.450667728,1.315156323,1.413813578,1.271509094,1.421244244,1.270256973,4
290,CC420071,52,-100,1,1.286109641,1.265200446,1.280616635,1.24859933,1.261601724,1.241708842,1.370363972,1.260486048,1.356205043,1.254162517,1.247849148,1.243524749,4
291,CC420075,52,100,0,1.632285783,1.876076282,1.765248264,1.285314014,1.82368124,1.254639254,1.600352799,1.473180263,1.508188199,1.386781812,1.414334655,1.413687203,4
293,CC420091,52,100,0,1.876226255,1.281362266,1.414296411,1.264980364,1.29952538,1.282718096,1.291877986,1.254567122,1.341716524,1.39215254,1.310766902,1.252592357,4
299,CC420149,52,100,0,1.852125461,1.332882249,1.690489423,1.314842347,1.765227982,1.35988761,1.642482696,1.272063663,1.564774279,1.48325364,1.317607738,1.333665767,4
301,CC420162,52,100,1,1.641708546,1.312264146,1.321951187,1.289063025,1.561724441,1.726416805,1.518300769,1.280535006,1.464745018,1.441690606,1.40336485,1.484948074,4
305,CC420182,52,100,1,1.611116614,1.30515266,1.333559565,1.371953071,1.616302586,1.278392106,1.531727584,1.309041933,1.292981865,1.252539628,1.293893658,1.368590942,4
313,CC420229,52,100,0,1.66012484,1.455691724,1.484960301,1.371641411,1.629166478,1.519481528,1.60238694,1.431869893,1.528695504,1.50810982,1.514256909,1.475692873,4
321,CC420324,52,-100,1,1.626886927,1.798278265,1.842755767,1.468075891,1.683582598,1.393635733,1.630406398,1.422232559,1.598798668,1.246426061,1.303670489,1.373299084,4
328,CC420412,52,80,0,1.783118429,1.298622578,1.715407022,1.445511085,1.530399281,1.54334491,1.444749473,1.471494867,1.389332158,1.246065802,1.498150372,1.258549152,4
338,CC420589,52,100,0,1.853508989,1.960344805,1.859835988,1.780297067,1.695467082,1.67057863,1.599495257,1.564436914,1.471581109,1.465637241,1.458384796,1.447821924,4
268,CC410182,53,100,1,,,,,,,,,,,,,4
274,CC410251,53,-100,1,1.73419144,1.5767959,1.527900465,1.58960409,1.600905319,1.444815336,1.511468259,1.364495552,1.457294217,1.364690327,1.349158867,1.3514548,4
297,CC420143,53,-100,1,1.312703053,1.303238529,1.297043208,1.642520057,1.600086688,1.388818533,1.554417109,1.334333634,1.438125422,1.251034974,1.450109259,1.25633546,4
309,CC420204,53,100,1,2.061378346,1.622966081,1.512085987,1.513520829,1.74569522,1.480065941,1.63796062,1.486433998,1.273704534,1.404354359,1.27522677,1.259618111,4
315,CC420236,53,100,0,1.356575978,1.331171788,1.856483448,1.565110629,1.302337254,1.286987037,1.566754636,1.672029694,1.550561639,1.549833987,1.374076276,1.260470789,4
326,CC420396,53,100,0,2.147186136,1.313783784,1.868317181,1.276178804,1.834565332,1.271316414,1.762253319,1.256627772,1.611777661,1.258334176,1.55557455,1.388818336,4
330,CC420435,53,100,1,1.629708687,1.64650446,1.637931952,1.53367458,1.644588972,1.629338433,1.527947703,1.652969892,1.558400315,1.591812882,1.475704121,1.481994234,4
257,CC410094,54,90,1,1.344302794,1.280514877,1.60750538,1.240694796,1.514334169,1.248353911,1.475261915,1.282933109,1.475551755,1.394871525,1.247088407,1.328908967,4
273,CC410248,54,100,0,1.832906117,1.519262813,1.78527857,1.911099128,1.724166295,1.378560034,1.585097736,1.263819433,1.619586511,1.250380413,1.298099872,1.261200833,4
280,CC410325,54,80,1,1.58473915,1.579566451,1.506230711,1.623013701,1.439313177,1.461734039,1.399963957,1.394060905,1.348625617,1.327360376,1.355791432,1.309288297,4
285,CC412004,54,100,0,1.78634049,1.543146674,1.597246846,1.573559496,1.533499239,1.534528193,1.540102641,1.526978203,1.402905935,1.437591564,1.360550221,1.347753521,4
286,CC412021,54,100,1,1.645330154,1.738583448,1.599183229,1.601631038,1.528607064,1.352197217,1.505022427,1.327435253,1.403213794,1.37668114,1.400991835,1.37546563,4
314,CC420231,54,68,0,1.629523361,1.438647122,1.51419214,1.315267259,1.482323396,1.310030501,1.390044888,1.39425985,1.428738073,1.344173142,1.431894799,1.386202375,4
318,CC420261,54,90,1,1.751730153,1.778327345,1.639018569,1.349793488,1.550480616,1.27466629,1.492955181,1.611805477,1.519652396,1.561183965,1.497464366,1.47762349,4
323,CC420356,54,80,0,1.792286827,1.307936991,1.483504538,1.687597729,1.627142849,1.571117553,1.524501047,1.486121896,1.380664964,1.397553887,1.455079372,1.376540631,4
331,CC420454,54,100,0,1.651818057,1.8110137,1.602796238,1.630603998,1.462945292,1.506936385,1.350329748,1.267640265,1.368579893,1.398445006,1.401371214,1.339195363,4
336,CC420582,54,100,0,1.647688587,1.557083162,1.54844736,1.779222992,1.618365484,1.58621489,1.425522317,1.552569989,1.465855484,1.451751748,1.535740553,1.43965612,4
252,CC410032,55,100,0,1.746549021,1.575707019,1.640706388,1.278633527,1.576950408,1.407140286,1.487343727,1.529438488,1.405400883,1.404563104,1.400926993,1.405196291,4
253,CC410040,55,100,0,1.846518098,1.807396705,1.650790234,1.677279749,1.62523449,1.563937143,1.584368413,1.3096416,1.493857823,1.552597124,1.429263447,1.256870144,4
260,CC410113,55,100,0,2.000233647,1.860399148,1.781383283,1.599695436,1.740716578,1.753592959,1.504440786,1.261295519,1.586965635,1.259926645,1.486890504,1.377196817,4
265,CC410173,55,89,0,1.866116858,1.526007351,1.692598049,1.553113581,1.502703115,1.42933831,1.526333027,1.269538138,1.269244657,1.271116647,1.309908549,1.242162047,4
267,CC410179,55,100,0,1.904637799,1.886484061,1.840950306,1.722601679,1.757062197,1.517979984,1.699371234,1.510997436,1.456825446,1.42619968,1.387996605,1.420069933,4
270,CC410222,55,100,1,1.972232208,1.937802393,1.68537431,1.572833347,1.641840779,1.487075856,1.548528542,1.640598746,1.323919783,1.332710041,1.385207567,1.505902896,4
306,CC420197,55,100,1,1.812775138,1.851560161,1.756922673,1.27641879,1.52932953,1.269290373,1.530158814,1.663471113,1.291397938,1.283124758,1.393814314,1.353123409,4
311,CC420222,55,100,0,1.728374728,1.375569863,1.649099113,1.652988555,1.502198784,1.529529327,1.540219486,1.444213402,1.425944805,1.354895767,1.412199637,1.366505369,4
316,CC420241,55,100,0,1.692305061,1.301361186,1.852378921,1.589320965,1.662190788,1.270914478,1.296852693,1.266886011,1.281495054,1.259052119,1.277216741,1.374494272,4
332,CC420462,55,100,1,1.888351641,1.668524503,1.737271894,1.869206356,1.686634142,1.745545032,1.37541519,1.364190714,1.57072677,1.262383168,1.294176922,1.248672106,4
333,CC420464,55,100,1,1.557835915,1.599527514,1.46259196,1.463000854,1.491095212,1.380345971,1.372227864,1.313842691,1.448525751,1.321975739,1.262290646,1.272994263,4
259,CC410101,56,100,0,1.704973112,1.773805222,1.614066573,1.635150443,1.480452076,1.540148744,1.530821989,1.510452661,1.442017267,1.453536852,1.432488967,1.398276349,4
271,CC410226,56,100,0,1.489447508,1.821655208,1.352083429,1.418948043,1.420316204,1.620740802,1.358859475,1.401970602,1.382441949,1.356909689,1.364810455,1.314306446,4
272,CC410243,56,100,1,1.710461991,1.75570994,1.740738676,1.659374277,1.589091541,1.453820766,1.553637553,1.525049339,1.468317709,1.516819107,1.421718638,1.414227149,4
283,CC410390,56,100,0,1.662867315,1.567637095,1.536677455,1.475871838,1.634230097,1.507992981,1.332716569,1.31093483,1.286263563,1.369534944,1.271136119,1.275246095,4
294,CC420094,56,88,0,1.772653529,1.283886797,1.718667527,1.773583184,1.500441133,1.376714279,1.591148495,1.262843047,1.509203392,1.267005007,1.38528856,1.246281979,4
