ln71,ln81,edit,dl,jaro,jw,bag,pw,sw,lcs3avg,lcs2avg,lcs3sht,lcs2sht,lcs3long,lcs2long,SWlong,SWsht,SWavg,1gramslong,1gramssht,1gramsavg,pad1gramslong,pad1gramssht,pad1gramsavg,2gramslong,2gramssht,2gramsavg,pad2gramslong,pad2gramssht,pad2gramsavg,3gramslong,3gramssht,3gramsavg,pad3gramslong,pad3gramssht,pad3gramsavg,pos1gramsavg,pos1gramssht,pos1gramslong,pos2gramsavg,pos2gramssht,pos2gramslong,pos3gramsavg,pos3gramssht,pos3gramslong,padpos1gramsavg,padpos1gramssht,padpos1gramslong,padpos2gramsavg,padpos2gramssht,padpos2gramslong,padpos3gramsavg,padpos3gramssht,padpos3gramslong,padskipgramslong,padskipgramssht,padskipgramsavg,skipgramslong,skipgramssht,skipgramsavg,Soundex,Phonex,Phonix,NYSIIS,DMetaphone,FuzSoundex,Genjac2j,Genjac3j,Genjac2jw,Genjac3jw,Mong2j,Mong3j,Mong2jw,Mong3jw,editex,SAPSavg,SAPSsht,SAPSlong,count,len1,len2,s1,s2,v1,v2,c1,c2,difflen,diffvow,diffcons,diffsyl
longway,longeway,0.875,0.875,0.958333333,0.975,0.875,0.975,0.975,0.933333333,0.933333333,1,1,0.875,0.875,0.725,0.828571429,0.773333333,0.875,1,0.933333333,0.875,1,0.933333333,0.714285714,0.833333333,0.769230769,0.777777778,0.875,0.823529412,0.5,0.6,0.545454545,0.7,0.777777778,0.736842105,0.933333333,1,0.875,0.769230769,0.833333333,0.714285714,0.545454545,0.6,0.5,0.933333333,1,0.875,0.823529412,0.875,0.777777778,0.736842105,0.777777778,0.7,0.731707317,0.833333333,0.779220779,0.64516129,0.769230769,0.701754386,1,1,1,1,0.666666667,1,0.851851854,0.855555558,0.855555561,0.860000002,0.958333336,0.950617287,0.962500006,0.955555558,0.875,0.6,0.705882353,0.52173913,4,7,8,2,3,2,3,5,5,-1,-1,0,-1
lorriman,lorriman,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,8,8,3,3,3,3,5,5,0,0,0,0
losee,losee,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,1,1,3,3,2,2,0,0,0,0
losie,losie,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,3,3,2,2,0,0,0,0
loudesbery,lonesberry,0.7,0.7,0.866666667,0.893333333,0.8,0.893333333,0.893333333,0.5,0.7,0.5,0.7,0.5,0.7,0.5,0.5,0.5,0.8,0.8,0.8,0.8,0.8,0.8,0.666666667,0.666666667,0.666666667,0.727272727,0.727272727,0.727272727,0.375,0.375,0.375,0.583333333,0.583333333,0.583333333,0.8,0.8,0.8,0.666666667,0.666666667,0.666666667,0.375,0.375,0.375,0.8,0.8,0.8,0.727272727,0.727272727,0.727272727,0.583333333,0.583333333,0.583333333,0.588235294,0.588235294,0.588235294,0.536585366,0.536585366,0.536585366,0.75,0.75,0.75,0.75,0.75,0.75,0.777777781,0.760683766,0.780555561,0.770940175,0.848484852,0.870370378,0.851515158,0.881481489,0.85,0.327868852,0.333333333,0.322580645,2,10,10,4,4,4,3,6,7,0,1,-1,0
loungway,longueway,0.666666667,0.666666667,0.900462963,0.92037037,0.888888889,0.92037037,0.92037037,0.352941176,0.823529412,0.375,0.875,0.333333333,0.777777778,0.488888889,0.55,0.517647059,0.888888889,1,0.941176471,0.888888889,1,0.941176471,0.5,0.571428571,0.533333333,0.6,0.666666667,0.631578947,0.142857143,0.166666667,0.153846154,0.454545455,0.5,0.476190476,0.941176471,1,0.888888889,0.533333333,0.571428571,0.5,0.153846154,0.166666667,0.142857143,0.941176471,1,0.888888889,0.631578947,0.666666667,0.6,0.476190476,0.5,0.454545455,0.5,0.56097561,0.528735632,0.388888889,0.451612903,0.417910448,1,1,1,1,1,1,0.66666667,0.787878795,0.810000014,0.795959603,0.888888896,0.866666675,0.900000016,0.880000007,0.777777778,0.476190476,0.555555556,0.416666667,16,8,9,2,3,3,4,5,5,-1,-1,0,-1
loverin,lovern,0.857142857,0.857142857,0.952380952,0.971428571,0.857142857,0.971428571,0.971428571,0.769230769,0.769230769,0.833333333,0.833333333,0.714285714,0.714285714,0.714285714,0.833333333,0.769230769,0.857142857,1,0.923076923,0.857142857,1,0.923076923,0.666666667,0.8,0.727272727,0.75,0.857142857,0.8,0.6,0.75,0.666666667,0.666666667,0.75,0.705882353,0.923076923,1,0.857142857,0.727272727,0.8,0.666666667,0.666666667,0.75,0.6,0.923076923,1,0.857142857,0.8,0.857142857,0.75,0.705882353,0.75,0.666666667,0.722222222,0.838709677,0.776119403,0.692307692,0.857142857,0.765957447,1,0.5,0.5,1,1,1,0.833333336,0.839506176,0.837500006,0.844444447,0.916666672,0.901234574,0.920833342,0.911111116,0.857142857,0.612244898,0.681818182,0.555555556,2,7,6,3,2,3,2,4,4,1,1,0,1
loxley,loxley,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,6,6,2,2,2,2,4,4,0,0,0,0
luckhartd,lukehart,0.666666667,0.666666667,0.884259259,0.907407407,0.777777778,0.907407407,0.907407407,0.470588235,0.705882353,0.5,0.75,0.444444444,0.666666667,0.511111111,0.575,0.541176471,0.777777778,0.875,0.823529412,0.777777778,0.875,0.823529412,0.5,0.571428571,0.533333333,0.5,0.555555556,0.526315789,0.285714286,0.333333333,0.307692308,0.363636364,0.4,0.380952381,0.823529412,0.875,0.777777778,0.533333333,0.571428571,0.5,0.307692308,0.333333333,0.285714286,0.823529412,0.875,0.777777778,0.526315789,0.555555556,0.5,0.380952381,0.4,0.363636364,0.52173913,0.585365854,0.551724138,0.5,0.580645161,0.537313433,1,0.75,1,1,0.5,0.25,0.636363642,0.747474757,0.645454558,0.76161617,0.833333343,0.818181829,0.843333352,0.832323242,0.722222222,0.339622642,0.375,0.310344828,5,9,8,2,3,2,3,7,5,1,-1,2,-1
lumery,lumera,0.833333333,0.833333333,0.888888889,0.933333333,0.833333333,0.933333333,0.933333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.8,0.8,0.8,0.714285714,0.714285714,0.714285714,0.75,0.75,0.75,0.625,0.625,0.625,0.833333333,0.833333333,0.833333333,0.8,0.8,0.8,0.75,0.75,0.75,0.833333333,0.833333333,0.833333333,0.714285714,0.714285714,0.714285714,0.625,0.625,0.625,0.774193548,0.774193548,0.774193548,0.761904762,0.761904762,0.761904762,1,1,1,1,1,1,0.90476191,0.916666672,0.909523819,0.925000004,0.90476191,0.916666672,0.909523819,0.925000004,0.916666667,0.904761905,0.904761905,0.904761905,6,6,6,3,3,2,3,4,3,0,-1,1,0
lumley,lumley,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,6,6,2,2,2,2,4,4,0,0,0,0
lummis,lummis,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,2,2,2,2,4,4,0,0,0,0
lundy,lundy,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,2,2,1,1,4,4,0,0,0,0
lutz,lutz,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,1,1,1,1,3,3,0,0,0,0
lymott,symestt,0.571428571,0.571428571,0.746031746,0.746031746,0.571428571,0.746031746,0.746031746,0.307692308,0.615384615,0.333333333,0.666666667,0.285714286,0.571428571,0.457142857,0.533333333,0.492307692,0.571428571,0.666666667,0.615384615,0.571428571,0.666666667,0.615384615,0.333333333,0.4,0.363636364,0.375,0.428571429,0.4,0,0,0,0.222222222,0.25,0.235294118,0.615384615,0.666666667,0.571428571,0.363636364,0.4,0.333333333,0,0,0,0.615384615,0.666666667,0.571428571,0.4,0.428571429,0.375,0.235294118,0.25,0.222222222,0.333333333,0.387096774,0.358208955,0.192307692,0.238095238,0.212765957,0.25,0.25,0.25,0.75,0.5,0.25,0.708333343,0.716049393,0.716666684,0.733333343,0.809523821,0.805555567,0.819047638,0.82500001,0.642857143,0.465116279,0.476190476,0.454545455,2,6,7,2,2,1,1,5,6,-1,0,-1,0
lynch,lynch,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,5,5,1,1,0,0,5,5,0,0,0,0
lyonnais,lyonnois,0.875,0.875,0.916666667,0.95,0.875,0.95,0.95,0.625,0.875,0.625,0.875,0.625,0.875,0.925,0.925,0.925,0.875,0.875,0.875,0.875,0.875,0.875,0.714285714,0.714285714,0.714285714,0.777777778,0.777777778,0.777777778,0.5,0.5,0.5,0.7,0.7,0.7,0.875,0.875,0.875,0.714285714,0.714285714,0.714285714,0.5,0.5,0.5,0.875,0.875,0.875,0.777777778,0.777777778,0.777777778,0.7,0.7,0.7,0.756097561,0.756097561,0.756097561,0.709677419,0.709677419,0.709677419,1,1,1,1,1,1,0.92592593,0.933333337,0.929629637,0.940000004,0.92592593,0.933333337,0.929629637,0.940000004,0.9375,0.913043478,0.913043478,0.913043478,6,8,8,2,2,3,3,5,5,0,0,0,0
lyons,lyons,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,1,1,1,1,4,4,0,0,0,0
lypps,lypps,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,1,1,0,0,5,5,0,0,0,0
macgregor,macgregor,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,9,3,3,3,3,6,6,0,0,0,0
macguire,maguire,0.875,0.875,0.958333333,0.966666667,0.875,0.966666667,0.966666667,0.666666667,0.933333333,0.714285714,1,0.625,0.875,0.725,0.828571429,0.773333333,0.875,1,0.933333333,0.875,1,0.933333333,0.714285714,0.833333333,0.769230769,0.777777778,0.875,0.823529412,0.5,0.6,0.545454545,0.7,0.777777778,0.736842105,0.933333333,1,0.875,0.769230769,0.833333333,0.714285714,0.545454545,0.6,0.5,0.933333333,1,0.875,0.823529412,0.875,0.777777778,0.736842105,0.777777778,0.7,0.731707317,0.833333333,0.779220779,0.677419355,0.807692308,0.736842105,1,1,1,0.75,1,1,0.851851854,0.855555558,0.855555561,0.860000002,0.92592593,0.911111116,0.929629637,0.920000005,0.875,0.936170213,0.956521739,0.916666667,7,8,7,1,1,4,4,4,3,1,0,1,0
macguire,magyire,0.75,0.75,0.869047619,0.895238095,0.75,0.895238095,0.895238095,0.4,0.666666667,0.428571429,0.714285714,0.375,0.625,0.475,0.542857143,0.506666667,0.75,0.857142857,0.8,0.75,0.857142857,0.8,0.428571429,0.5,0.461538462,0.555555556,0.625,0.588235294,0.166666667,0.2,0.181818182,0.5,0.555555556,0.526315789,0.8,0.857142857,0.75,0.461538462,0.5,0.428571429,0.181818182,0.2,0.166666667,0.8,0.857142857,0.75,0.588235294,0.625,0.555555556,0.526315789,0.555555556,0.5,0.536585366,0.611111111,0.571428571,0.419354839,0.5,0.456140351,1,1,1,0.75,1,1,0.777777784,0.788888896,0.785185198,0.800000006,0.851851861,0.844444454,0.859259274,0.855555564,0.8125,0.85106383,0.869565217,0.833333333,1,8,7,1,1,4,3,4,4,1,1,0,0
macham,machem,0.833333333,0.833333333,0.888888889,0.933333333,0.833333333,0.933333333,0.933333333,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.9,0.9,0.9,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.6,0.6,0.6,0.714285714,0.714285714,0.714285714,0.5,0.5,0.5,0.625,0.625,0.625,0.833333333,0.833333333,0.833333333,0.6,0.6,0.6,0.5,0.5,0.5,0.833333333,0.833333333,0.833333333,0.714285714,0.714285714,0.714285714,0.625,0.625,0.625,0.709677419,0.709677419,0.709677419,0.666666667,0.666666667,0.666666667,1,1,1,1,0.666666667,1,0.90476191,0.916666672,0.909523819,0.925000004,0.90476191,0.916666672,0.914285728,0.925000004,0.916666667,0.904761905,0.904761905,0.904761905,8,6,6,2,2,2,2,4,4,0,0,0,0
mackenzie,mckenzie,0.888888889,0.888888889,0.962962963,0.966666667,0.888888889,0.966666667,0.966666667,0.823529412,0.823529412,0.875,0.875,0.777777778,0.777777778,0.777777778,0.875,0.823529412,0.888888889,1,0.941176471,0.888888889,1,0.941176471,0.75,0.857142857,0.8,0.8,0.888888889,0.842105263,0.714285714,0.833333333,0.769230769,0.727272727,0.8,0.761904762,0.941176471,1,0.888888889,0.8,0.857142857,0.75,0.769230769,0.833333333,0.714285714,0.941176471,1,0.888888889,0.842105263,0.888888889,0.8,0.761904762,0.8,0.727272727,0.782608696,0.87804878,0.827586207,0.777777778,0.903225806,0.835820896,1,1,1,1,1,0.75,0.866666669,0.868686871,0.870000005,0.872727275,0.933333337,0.919191924,0.936666673,0.927272732,0.888888889,0.930232558,0.952380952,0.909090909,6,9,8,1,1,4,3,5,5,1,1,0,0
mackie,mackie,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,6,6,1,1,3,3,3,3,0,0,0,0
madden,madden,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,6,2,2,2,2,4,4,0,0,0,0
madill,madill,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,2,2,2,2,4,4,0,0,0,0
maguire,mcguire,0.857142857,0.857142857,0.904761905,0.914285714,0.857142857,0.914285714,0.914285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.666666667,0.666666667,0.666666667,0.75,0.75,0.75,0.6,0.6,0.6,0.666666667,0.666666667,0.666666667,0.857142857,0.857142857,0.857142857,0.666666667,0.666666667,0.666666667,0.6,0.6,0.6,0.857142857,0.857142857,0.857142857,0.75,0.75,0.75,0.666666667,0.666666667,0.666666667,0.75,0.75,0.75,0.730769231,0.730769231,0.730769231,1,1,1,0.75,1,0.5,0.916666672,0.92592593,0.920833342,0.933333337,0.916666672,0.92592593,0.920833342,0.933333337,0.857142857,0.913043478,0.913043478,0.913043478,7,7,7,1,1,4,3,3,4,0,1,-1,0
mahaffy,mcchaffy,0.75,0.75,0.813492063,0.832142857,0.75,0.832142857,0.832142857,0.666666667,0.666666667,0.714285714,0.714285714,0.625,0.625,0.625,0.714285714,0.666666667,0.75,0.857142857,0.8,0.75,0.857142857,0.8,0.571428571,0.666666667,0.615384615,0.666666667,0.75,0.705882353,0.5,0.6,0.545454545,0.6,0.666666667,0.631578947,0.8,0.857142857,0.75,0.615384615,0.666666667,0.571428571,0.545454545,0.6,0.5,0.8,0.857142857,0.75,0.705882353,0.75,0.666666667,0.631578947,0.666666667,0.6,0.585365854,0.666666667,0.623376623,0.548387097,0.653846154,0.596491228,0.5,0.5,0.5,0.5,0.666666667,0.25,0.814814819,0.811111116,0.818518526,0.820000005,0.916666672,0.901234574,0.925000012,0.911111116,0.875,0.488888889,0.5,0.47826087,10,7,8,3,2,2,1,5,7,-1,1,-2,1
maher,maker,0.8,0.8,0.866666667,0.893333333,0.8,0.893333333,0.893333333,0.4,0.8,0.4,0.8,0.4,0.8,0.6,0.6,0.6,0.8,0.8,0.8,0.8,0.8,0.8,0.5,0.5,0.5,0.666666667,0.666666667,0.666666667,0,0,0,0.571428571,0.571428571,0.571428571,0.8,0.8,0.8,0.5,0.5,0.5,0,0,0,0.8,0.8,0.8,0.666666667,0.666666667,0.666666667,0.571428571,0.571428571,0.571428571,0.615384615,0.615384615,0.615384615,0.5,0.5,0.5,0.5,0.5,0.75,0.5,0.666666667,0.5,0.888888896,0.90476191,0.894444456,0.914285719,0.888888896,0.90476191,0.894444456,0.914285719,0.8,0.619047619,0.619047619,0.619047619,4,5,5,2,2,2,2,3,3,0,0,0,0
maheux,maheux,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,6,2,2,3,3,3,3,0,0,0,0
mahon,maham,0.6,0.6,0.733333333,0.813333333,0.6,0.813333333,0.813333333,0.6,0.6,0.6,0.6,0.6,0.6,0.76,0.76,0.76,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.333333333,0.333333333,0.333333333,0.428571429,0.428571429,0.428571429,0.6,0.6,0.6,0.5,0.5,0.5,0.333333333,0.333333333,0.333333333,0.6,0.6,0.6,0.5,0.5,0.5,0.428571429,0.428571429,0.428571429,0.461538462,0.461538462,0.461538462,0.375,0.375,0.375,1,1,1,1,0.666666667,1,0.619047625,0.809523821,0.623809533,0.822222233,0.722222229,0.809523821,0.727777789,0.822222233,0.8,0.5,0.5,0.5,4,5,5,2,2,2,2,3,3,0,0,0,0
mahon,mahon,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,2,2,2,2,3,3,0,0,0,0
mahoney,mahony,0.857142857,0.857142857,0.952380952,0.971428571,0.857142857,0.971428571,0.971428571,0.769230769,0.769230769,0.833333333,0.833333333,0.714285714,0.714285714,0.714285714,0.833333333,0.769230769,0.857142857,1,0.923076923,0.857142857,1,0.923076923,0.666666667,0.8,0.727272727,0.75,0.857142857,0.8,0.6,0.75,0.666666667,0.666666667,0.75,0.705882353,0.923076923,1,0.857142857,0.727272727,0.8,0.666666667,0.666666667,0.75,0.6,0.923076923,1,0.857142857,0.8,0.857142857,0.75,0.705882353,0.75,0.666666667,0.722222222,0.838709677,0.776119403,0.692307692,0.857142857,0.765957447,1,1,1,1,1,1,0.833333336,0.839506176,0.837500006,0.844444447,0.916666672,0.901234574,0.920833342,0.911111116,0.857142857,0.930232558,0.952380952,0.909090909,9,7,6,3,3,3,2,4,4,1,1,0,0
mahony,mahoney,0.857142857,0.857142857,0.952380952,0.971428571,0.857142857,0.971428571,0.971428571,0.769230769,0.769230769,0.833333333,0.833333333,0.714285714,0.714285714,0.714285714,0.833333333,0.769230769,0.857142857,1,0.923076923,0.857142857,1,0.923076923,0.666666667,0.8,0.727272727,0.75,0.857142857,0.8,0.6,0.75,0.666666667,0.666666667,0.75,0.705882353,0.923076923,1,0.857142857,0.727272727,0.8,0.666666667,0.666666667,0.75,0.6,0.923076923,1,0.857142857,0.8,0.857142857,0.75,0.705882353,0.75,0.666666667,0.722222222,0.838709677,0.776119403,0.692307692,0.857142857,0.765957447,1,1,1,1,1,1,0.833333336,0.839506176,0.837500006,0.844444447,0.952380955,0.944444448,0.957142864,0.950000003,0.857142857,0.930232558,0.952380952,0.909090909,5,6,7,3,3,2,3,4,4,-1,-1,0,0
maison,moisan,0.666666667,0.666666667,0.777777778,0.8,1,0.8,0.8,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.8,0.8,0.8,1,1,1,1,1,1,0.2,0.2,0.2,0.428571429,0.428571429,0.428571429,0,0,0,0.25,0.25,0.25,0.666666667,0.666666667,0.666666667,0.2,0.2,0.2,0,0,0,0.666666667,0.666666667,0.666666667,0.428571429,0.428571429,0.428571429,0.25,0.25,0.25,0.451612903,0.451612903,0.451612903,0.380952381,0.380952381,0.380952381,1,1,1,1,1,1,0.809523821,0.833333343,0.828571456,0.850000009,0.809523821,0.833333343,0.828571456,0.850000009,0.833333333,0.80952381,0.80952381,0.80952381,6,6,6,2,2,3,3,3,3,0,0,0,0
malcolm,malcolm,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,2,2,2,2,5,5,0,0,0,0
mallard,mallard,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,7,7,2,2,2,2,5,5,0,0,0,0
malone,malone,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,6,1,1,3,3,3,3,0,0,0,0
malot,milotte,0.571428571,0.571428571,0.79047619,0.811428571,0.571428571,0.811428571,0.811428571,0.5,0.5,0.6,0.6,0.428571429,0.428571429,0.628571429,0.88,0.733333333,0.571428571,0.8,0.666666667,0.571428571,0.8,0.666666667,0.333333333,0.5,0.4,0.375,0.5,0.428571429,0.2,0.333333333,0.25,0.222222222,0.285714286,0.25,0.666666667,0.8,0.571428571,0.4,0.5,0.333333333,0.25,0.333333333,0.2,0.666666667,0.8,0.571428571,0.428571429,0.5,0.375,0.25,0.285714286,0.222222222,0.361111111,0.5,0.419354839,0.346153846,0.5625,0.428571429,1,0.75,1,1,1,1,0.625000007,0.654320995,0.633333348,0.669135809,0.833333343,0.841269851,0.844444464,0.860317469,0.785714286,0.829268293,0.85,0.80952381,4,5,7,2,1,2,3,3,4,-2,-1,-1,1
manders,manders,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,2,2,2,2,5,5,0,0,0,0
mann,maines,0.5,0.5,0.75,0.8,0.5,0.8,0.8,0.4,0.4,0.5,0.5,0.333333333,0.333333333,0.333333333,0.5,0.4,0.5,0.75,0.6,0.5,0.75,0.6,0.2,0.333333333,0.25,0.285714286,0.4,0.333333333,0,0,0,0.25,0.333333333,0.285714286,0.6,0.75,0.5,0.25,0.333333333,0.2,0,0,0,0.6,0.75,0.5,0.333333333,0.4,0.285714286,0.285714286,0.333333333,0.25,0.322580645,0.476190476,0.384615385,0.238095238,0.454545455,0.3125,0.75,1,0.75,1,0.666666667,0.75,0.57142858,0.611111119,0.580952397,0.625000007,0.800000012,0.814814826,0.820000029,0.833333343,0.583333333,0.344827586,0.357142857,0.333333333,4,4,6,1,2,1,3,3,3,-2,-2,0,-1
mann,mann,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,3,3,0,0,0,0
manthe,mauthe,0.833333333,0.833333333,0.888888889,0.911111111,0.833333333,0.911111111,0.911111111,0.5,0.833333333,0.5,0.833333333,0.5,0.833333333,0.666666667,0.666666667,0.666666667,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.6,0.6,0.6,0.714285714,0.714285714,0.714285714,0.25,0.25,0.25,0.625,0.625,0.625,0.833333333,0.833333333,0.833333333,0.6,0.6,0.6,0.25,0.25,0.25,0.833333333,0.833333333,0.833333333,0.714285714,0.714285714,0.714285714,0.625,0.625,0.625,0.677419355,0.677419355,0.677419355,0.571428571,0.571428571,0.571428571,0.5,0.5,0.5,0.75,0.666666667,0.5,0.90476191,0.916666672,0.909523819,0.925000004,0.90476191,0.916666672,0.909523819,0.925000004,0.833333333,0.866666667,0.866666667,0.866666667,6,6,6,1,1,2,3,4,3,0,-1,1,0
