ln71,ln81,edit,dl,jaro,jw,bag,pw,sw,lcs3avg,lcs2avg,lcs3sht,lcs2sht,lcs3long,lcs2long,SWlong,SWsht,SWavg,1gramslong,1gramssht,1gramsavg,pad1gramslong,pad1gramssht,pad1gramsavg,2gramslong,2gramssht,2gramsavg,pad2gramslong,pad2gramssht,pad2gramsavg,3gramslong,3gramssht,3gramsavg,pad3gramslong,pad3gramssht,pad3gramsavg,pos1gramsavg,pos1gramssht,pos1gramslong,pos2gramsavg,pos2gramssht,pos2gramslong,pos3gramsavg,pos3gramssht,pos3gramslong,padpos1gramsavg,padpos1gramssht,padpos1gramslong,padpos2gramsavg,padpos2gramssht,padpos2gramslong,padpos3gramsavg,padpos3gramssht,padpos3gramslong,padskipgramslong,padskipgramssht,padskipgramsavg,skipgramslong,skipgramssht,skipgramsavg,Soundex,Phonex,Phonix,NYSIIS,DMetaphone,FuzSoundex,Genjac2j,Genjac3j,Genjac2jw,Genjac3jw,Mong2j,Mong3j,Mong2jw,Mong3jw,editex,SAPSavg,SAPSsht,SAPSlong,count,len1,len2,s1,s2,v1,v2,c1,c2,difflen,diffvow,diffcons,diffsyl
auge,auger,0.8,0.8,0.933333333,0.953333333,0.8,0.953333333,0.953333333,0.888888889,0.888888889,1,1,0.8,0.8,0.8,1,0.888888889,0.8,1,0.888888889,0.8,1,0.888888889,0.75,1,0.857142857,0.666666667,0.8,0.727272727,0.666666667,1,0.8,0.571428571,0.666666667,0.615384615,0.888888889,1,0.8,0.857142857,1,0.75,0.8,1,0.666666667,0.888888889,1,0.8,0.727272727,0.8,0.666666667,0.615384615,0.666666667,0.571428571,0.692307692,0.857142857,0.765957447,0.6875,1,0.814814815,0.75,0.75,1,0.5,0.333333333,0.75,0.777777781,0.793650797,0.783333341,0.803174606,0.933333337,0.92592593,0.94000001,0.937037041,0.8,0.470588235,0.615384615,0.380952381,8,4,5,1,2,3,3,1,2,-1,0,-1,-1
auger,auger,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,2,2,3,3,2,2,0,0,0,0
ault,ault,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,1,1,2,2,2,2,0,0,0,0
avery,avery,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,5,5,3,3,2,2,3,3,0,0,0,0
aykroyd,ackroyd,0.857142857,0.857142857,0.904761905,0.914285714,0.857142857,0.914285714,0.914285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.666666667,0.666666667,0.666666667,0.75,0.75,0.75,0.6,0.6,0.6,0.666666667,0.666666667,0.666666667,0.857142857,0.857142857,0.857142857,0.666666667,0.666666667,0.666666667,0.6,0.6,0.6,0.857142857,0.857142857,0.857142857,0.75,0.75,0.75,0.666666667,0.666666667,0.666666667,0.75,0.75,0.75,0.730769231,0.730769231,0.730769231,1,1,1,1,1,0.5,0.916666672,0.92592593,0.920833342,0.933333337,0.916666672,0.92592593,0.925000012,0.933333337,0.857142857,0.930232558,0.952380952,0.909090909,5,7,7,2,2,2,2,5,5,0,0,0,0
ayres,ayres,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,5,5,2,2,2,2,3,3,0,0,0,0
azeltine,allestine,0.666666667,0.666666667,0.836640212,0.85297619,0.777777778,0.85297619,0.85297619,0.470588235,0.470588235,0.5,0.5,0.444444444,0.444444444,0.444444444,0.5,0.470588235,0.777777778,0.875,0.823529412,0.777777778,0.875,0.823529412,0.375,0.428571429,0.4,0.5,0.555555556,0.526315789,0.285714286,0.333333333,0.307692308,0.454545455,0.5,0.476190476,0.823529412,0.875,0.777777778,0.4,0.428571429,0.375,0.307692308,0.333333333,0.285714286,0.823529412,0.875,0.777777778,0.526315789,0.555555556,0.5,0.476190476,0.5,0.454545455,0.5,0.56097561,0.528735632,0.444444444,0.516129032,0.47761194,0.5,0.5,0.5,0.5,0.5,0.5,0.766666675,0.767676776,0.645454558,0.777777786,0.851851861,0.844444454,0.862962981,0.855555564,0.777777778,0.62962963,0.62962963,0.62962963,2,8,9,1,1,4,4,4,5,-1,0,-1,0
babcock,babcock,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,7,7,2,2,2,2,5,5,0,0,0,0
babe,babe,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,2,2,2,2,0,0,0,0
bachus,bachus,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,6,2,2,2,2,4,4,0,0,0,0
badgley,badgley,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,2,2,2,2,5,5,0,0,0,0
bagert,bogart,0.666666667,0.666666667,0.822222222,0.84,0.833333333,0.84,0.84,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.8,0.8,0.8,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.2,0.2,0.2,0.428571429,0.428571429,0.428571429,0,0,0,0.375,0.375,0.375,0.833333333,0.833333333,0.833333333,0.2,0.2,0.2,0,0,0,0.833333333,0.833333333,0.833333333,0.428571429,0.428571429,0.428571429,0.375,0.375,0.375,0.451612903,0.451612903,0.451612903,0.333333333,0.333333333,0.333333333,1,1,1,1,1,1,0.809523821,0.833333343,0.637500018,0.844444454,0.809523821,0.833333343,0.823809547,0.850000009,0.833333333,0.818181818,0.818181818,0.818181818,1,6,6,2,2,2,2,4,4,0,0,0,0
bagg,bagg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,4,1,1,1,1,3,3,0,0,0,0
bailey,bailey,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,6,6,2,2,3,3,3,3,0,0,0,0
bain,bain,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,4,4,1,1,2,2,2,2,0,0,0,0
baird,baird,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,1,1,2,2,3,3,0,0,0,0
bajus,bagus,0.8,0.8,0.866666667,0.893333333,0.8,0.893333333,0.893333333,0.4,0.8,0.4,0.8,0.4,0.8,0.88,0.88,0.88,0.8,0.8,0.8,0.8,0.8,0.8,0.5,0.5,0.5,0.666666667,0.666666667,0.666666667,0,0,0,0.571428571,0.571428571,0.571428571,0.8,0.8,0.8,0.5,0.5,0.5,0,0,0,0.8,0.8,0.8,0.666666667,0.666666667,0.666666667,0.571428571,0.571428571,0.571428571,0.615384615,0.615384615,0.615384615,0.5,0.5,0.5,1,1,0.5,0.666666667,0.666666667,1,0.888888896,0.90476191,0.894444456,0.914285719,0.888888896,0.90476191,0.894444456,0.914285719,0.8,0.571428571,0.666666667,0.5,3,5,5,2,2,2,2,3,3,0,0,0,0
baker,baker,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,5,5,2,2,2,2,3,3,0,0,0,0
baker,beker,0.8,0.8,0.866666667,0.88,0.8,0.88,0.88,0.6,0.6,0.6,0.6,0.6,0.6,0.88,0.88,0.88,0.8,0.8,0.8,0.8,0.8,0.8,0.5,0.5,0.5,0.666666667,0.666666667,0.666666667,0.333333333,0.333333333,0.333333333,0.571428571,0.571428571,0.571428571,0.8,0.8,0.8,0.5,0.5,0.5,0.333333333,0.333333333,0.333333333,0.8,0.8,0.8,0.666666667,0.666666667,0.666666667,0.571428571,0.571428571,0.571428571,0.653846154,0.653846154,0.653846154,0.5625,0.5625,0.5625,1,1,1,1,1,1,0.888888896,0.90476191,0.894444456,0.914285719,0.888888896,0.90476191,0.894444456,0.914285719,0.9,0.904761905,0.904761905,0.904761905,4,5,5,2,2,2,2,3,3,0,0,0,0
baldridge,baldridge,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,9,9,1,1,3,3,6,6,0,0,0,0
baldwin,baldwin,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,7,2,2,2,2,5,5,0,0,0,0
ball,ball,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,3,3,0,0,0,0
ballentine,ballentyne,0.9,0.9,0.933333333,0.96,0.9,0.96,0.96,0.7,0.9,0.7,0.9,0.7,0.9,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.777777778,0.777777778,0.777777778,0.818181818,0.818181818,0.818181818,0.625,0.625,0.625,0.75,0.75,0.75,0.9,0.9,0.9,0.777777778,0.777777778,0.777777778,0.625,0.625,0.625,0.9,0.9,0.9,0.818181818,0.818181818,0.818181818,0.75,0.75,0.75,0.803921569,0.803921569,0.803921569,0.780487805,0.780487805,0.780487805,1,1,1,1,1,1,0.939393943,0.944444448,0.942424249,0.950000003,0.939393943,0.944444448,0.942424249,0.950000003,0.95,0.928571429,0.928571429,0.928571429,1,10,10,1,1,4,3,6,7,0,1,-1,0
bambridge,bambrige,0.888888889,0.888888889,0.962962963,0.977777778,0.888888889,0.977777778,0.977777778,0.705882353,0.941176471,0.75,1,0.666666667,0.888888889,0.755555556,0.85,0.8,0.888888889,1,0.941176471,0.888888889,1,0.941176471,0.75,0.857142857,0.8,0.8,0.888888889,0.842105263,0.571428571,0.666666667,0.615384615,0.727272727,0.8,0.761904762,0.941176471,1,0.888888889,0.8,0.857142857,0.75,0.615384615,0.666666667,0.571428571,0.941176471,1,0.888888889,0.842105263,0.888888889,0.8,0.761904762,0.8,0.727272727,0.760869565,0.853658537,0.804597701,0.722222222,0.838709677,0.776119403,1,1,1,1,1,1,0.866666669,0.868686871,0.870000005,0.872727275,0.933333337,0.919191924,0.936666673,0.927272732,0.888888889,1,1,1,2,9,8,1,1,3,3,6,5,1,0,1,0
banford,banford,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,7,2,2,2,2,5,5,0,0,0,0
barbee,barber,0.833333333,0.833333333,0.888888889,0.933333333,0.833333333,0.933333333,0.933333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.8,0.8,0.8,0.714285714,0.714285714,0.714285714,0.75,0.75,0.75,0.625,0.625,0.625,0.833333333,0.833333333,0.833333333,0.8,0.8,0.8,0.75,0.75,0.75,0.833333333,0.833333333,0.833333333,0.714285714,0.714285714,0.714285714,0.625,0.625,0.625,0.774193548,0.774193548,0.774193548,0.761904762,0.761904762,0.761904762,0.75,0.75,1,1,0.75,0.75,0.90476191,0.916666672,0.909523819,0.925000004,0.90476191,0.916666672,0.914285728,0.927777782,0.833333333,0.7,0.823529412,0.608695652,2,6,6,1,2,3,2,3,4,0,1,-1,-1
barclay,barclay,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,7,7,2,2,2,2,5,5,0,0,0,0
bare,barr,0.75,0.75,0.833333333,0.883333333,0.75,0.883333333,0.883333333,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.666666667,0.666666667,0.666666667,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.75,0.666666667,0.666666667,0.666666667,0.5,0.5,0.5,0.75,0.75,0.75,0.6,0.6,0.6,0.5,0.5,0.5,0.666666667,0.666666667,0.666666667,0.545454545,0.545454545,0.545454545,1,1,1,1,1,1,0.866666675,0.851851861,0.873333347,0.862962971,0.866666675,0.888888896,0.873333347,0.900000006,0.75,1,1,1,4,4,4,1,1,2,1,2,3,0,1,-1,0
barette,barrett,0.714285714,0.714285714,0.904761905,0.933333333,0.857142857,0.933333333,0.933333333,0.571428571,0.857142857,0.571428571,0.857142857,0.571428571,0.857142857,0.685714286,0.685714286,0.685714286,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.833333333,0.833333333,0.833333333,0.75,0.75,0.75,0.6,0.6,0.6,0.555555556,0.555555556,0.555555556,0.857142857,0.857142857,0.857142857,0.833333333,0.833333333,0.833333333,0.6,0.6,0.6,0.857142857,0.857142857,0.857142857,0.75,0.75,0.75,0.555555556,0.555555556,0.555555556,0.694444444,0.694444444,0.694444444,0.692307692,0.692307692,0.692307692,1,1,1,1,1,1,0.740740743,0.733333337,0.74444445,0.744444448,0.916666672,0.901234574,0.925000012,0.913580252,0.857142857,0.5,0.523809524,0.47826087,2,7,7,1,2,3,2,4,5,0,1,-1,-1
baribeau,baribeau,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,8,8,3,3,5,5,3,3,0,0,0,0
barker,barker,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,6,6,2,2,2,2,4,4,0,0,0,0
barlow,barlow,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,6,2,2,2,2,4,4,0,0,0,0
barnett,barnet,0.857142857,0.857142857,0.952380952,0.971428571,0.857142857,0.971428571,0.971428571,0.923076923,0.923076923,1,1,0.857142857,0.857142857,0.857142857,1,0.923076923,0.857142857,1,0.923076923,0.857142857,1,0.923076923,0.833333333,1,0.909090909,0.875,1,0.933333333,0.8,1,0.888888889,0.777777778,0.875,0.823529412,0.923076923,1,0.857142857,0.909090909,1,0.833333333,0.888888889,1,0.8,0.923076923,1,0.857142857,0.933333333,1,0.875,0.823529412,0.875,0.777777778,0.805555556,0.935483871,0.865671642,0.807692308,1,0.893617021,1,0.75,1,1,1,1,0.875,0.864197532,0.875,0.869135804,0.958333336,0.950617287,0.962500006,0.958024694,1,0.933333333,0.954545455,0.913043478,7,7,6,2,2,2,2,5,4,1,0,1,0
barr,barr,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,4,4,1,1,1,1,3,3,0,0,0,0
barry,barry,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,5,2,2,1,1,4,4,0,0,0,0
barthiaume,berthamie,0.6,0.6,0.771296296,0.794166667,0.8,0.794166667,0.794166667,0.315789474,0.315789474,0.333333333,0.333333333,0.3,0.3,0.48,0.533333333,0.505263158,0.8,0.888888889,0.842105263,0.8,0.888888889,0.842105263,0.222222222,0.25,0.235294118,0.363636364,0.4,0.380952381,0.125,0.142857143,0.133333333,0.25,0.272727273,0.260869565,0.842105263,0.888888889,0.8,0.235294118,0.25,0.222222222,0.133333333,0.142857143,0.125,0.842105263,0.888888889,0.8,0.380952381,0.4,0.363636364,0.260869565,0.272727273,0.25,0.392156863,0.434782609,0.412371134,0.341463415,0.388888889,0.363636364,1,1,1,1,0.75,1,0.727272738,0.712962975,0.742424266,0.729629641,0.787878801,0.759259274,0.806060634,0.779629643,0.75,0.734693878,0.75,0.72,10,10,9,1,1,5,4,5,5,1,1,0,0
bartholomy,bartholomy,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,10,10,4,4,3,3,7,7,0,0,0,0
bartlet,bartlet,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,7,2,2,2,2,5,5,0,0,0,0
barton,barton,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,6,2,2,2,2,4,4,0,0,0,0
baskerville,baskerville,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,11,11,1,1,4,4,7,7,0,0,0,0
bastendorf,bastendorff,0.909090909,0.909090909,0.96969697,0.981818182,0.909090909,0.981818182,0.981818182,0.952380952,0.952380952,1,1,0.909090909,0.909090909,0.909090909,1,0.952380952,0.909090909,1,0.952380952,0.909090909,1,0.952380952,0.9,1,0.947368421,0.916666667,1,0.956521739,0.888888889,1,0.941176471,0.846153846,0.916666667,0.88,0.952380952,1,0.909090909,0.947368421,1,0.9,0.941176471,1,0.888888889,0.952380952,1,0.909090909,0.956521739,1,0.916666667,0.88,0.916666667,0.846153846,0.875,0.960784314,0.91588785,0.891304348,1,0.942528736,1,1,1,1,1,1,0.916666667,0.905982907,0.916666667,0.90940171,1,0.981481483,1,0.985185186,1,0.952380952,0.967741935,0.9375,7,10,11,3,3,3,3,7,8,-1,0,-1,0
bastien,bastien,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,2,2,3,3,4,4,0,0,0,0
bateman,bateman,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,7,7,3,3,3,3,4,4,0,0,0,0
bates,bates,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,5,2,2,2,2,3,3,0,0,0,0
battersky,battersby,0.888888889,0.888888889,0.925925926,0.955555556,0.888888889,0.955555556,0.955555556,0.777777778,0.777777778,0.777777778,0.777777778,0.777777778,0.777777778,0.777777778,0.777777778,0.777777778,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.75,0.75,0.75,0.8,0.8,0.8,0.714285714,0.714285714,0.714285714,0.727272727,0.727272727,0.727272727,0.888888889,0.888888889,0.888888889,0.75,0.75,0.75,0.714285714,0.714285714,0.714285714,0.888888889,0.888888889,0.888888889,0.8,0.8,0.8,0.727272727,0.727272727,0.727272727,0.804347826,0.804347826,0.804347826,0.805555556,0.805555556,0.805555556,1,0.75,0.75,1,1,1,0.933333337,0.939393943,0.936666673,0.945454549,0.933333337,0.939393943,0.936666673,0.945454549,0.888888889,0.68,0.68,0.68,5,9,9,3,3,2,2,7,7,0,0,0,0
batton,battin,0.833333333,0.833333333,0.888888889,0.933333333,0.833333333,0.933333333,0.933333333,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.9,0.9,0.9,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.6,0.6,0.6,0.714285714,0.714285714,0.714285714,0.5,0.5,0.5,0.625,0.625,0.625,0.833333333,0.833333333,0.833333333,0.6,0.6,0.6,0.5,0.5,0.5,0.833333333,0.833333333,0.833333333,0.714285714,0.714285714,0.714285714,0.625,0.625,0.625,0.709677419,0.709677419,0.709677419,0.666666667,0.666666667,0.666666667,1,1,1,1,1,1,0.90476191,0.916666672,0.909523819,0.925000004,0.90476191,0.916666672,0.909523819,0.925000004,0.916666667,0.904761905,0.904761905,0.904761905,9,6,6,2,2,2,2,4,4,0,0,0,0
baubeau,baribeau,0.75,0.75,0.869047619,0.895238095,0.75,0.895238095,0.895238095,0.533333333,0.8,0.571428571,0.857142857,0.5,0.75,0.65,0.742857143,0.693333333,0.75,0.857142857,0.8,0.75,0.857142857,0.8,0.571428571,0.666666667,0.615384615,0.666666667,0.75,0.705882353,0.333333333,0.4,0.363636364,0.6,0.666666667,0.631578947,0.8,0.857142857,0.75,0.615384615,0.666666667,0.571428571,0.363636364,0.4,0.333333333,0.8,0.857142857,0.75,0.705882353,0.75,0.666666667,0.631578947,0.666666667,0.6,0.56097561,0.638888889,0.597402597,0.451612903,0.538461538,0.49122807,0.5,0.5,0.5,0.5,0.666666667,0.5,0.740740743,0.811111116,0.740740743,0.820000005,0.958333336,0.92592593,0.962500006,0.935802473,0.8125,0.6,0.705882353,0.52173913,1,7,8,2,3,5,5,2,3,-1,0,-1,-1
baxter,baxter,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,6,2,2,2,2,4,4,0,0,0,0
bazin,bazin,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,2,2,2,2,3,3,0,0,0,0
beach,buch,0.6,0.6,0.783333333,0.805,0.6,0.805,0.805,0.444444444,0.444444444,0.5,0.5,0.4,0.4,0.48,0.6,0.533333333,0.6,0.75,0.666666667,0.6,0.75,0.666666667,0.25,0.333333333,0.285714286,0.5,0.6,0.545454545,0,0,0,0.428571429,0.5,0.461538462,0.666666667,0.75,0.6,0.285714286,0.333333333,0.25,0,0,0,0.666666667,0.75,0.6,0.545454545,0.6,0.5,0.461538462,0.5,0.428571429,0.346153846,0.428571429,0.382978723,0.1875,0.272727273,0.222222222,1,1,1,1,1,0.25,0.722222229,0.730158738,0.727777789,0.74285715,0.722222229,0.809523821,0.727777789,0.822222233,0.8,0.75862069,0.785714286,0.733333333,7,5,4,1,1,2,1,3,3,1,1,0,0
